id,source_file,category,line_no,text
1496,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,84,Burden of Proof (입증 책임): 재판에서 주장을 증거로 증명해야 하는 법적 의무.
1497,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,85,Burglary (침입 절도): 범죄 목적으로 타인의 건물에 불법 침입하는 행위.
1498,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,86,Byzantine Empire (비잔틴 제국): 1천 년 넘게 존속했던 동로마 제국.
1499,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,87,C
1500,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,88,Caliphate (칼리프 국가): 이슬람 최고 지도자인 칼리프가 통치하는 체제.
1501,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,89,Calvinism (칼뱅주의): 신의 예정설을 강조하는 개신교의 한 파벌.
1502,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,90,Campus (캠퍼스): 대학이나 학교의 부지와 교정.
1503,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,91,Capital Punishment (사형): 중범죄자의 생명을 법적으로 박탈하는 형벌.
1504,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,92,Carpe Diem (카르페 디엠): 현재를 즐겨라. 지금 이 순간에 충실하라는 의미.
1505,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,93,Caste (카스트): 인도의 엄격한 세습 신분 제도.
1506,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,94,Categorical Imperative (정언 명령): 칸트 철학의 보편적 무조건적 도덕 법칙.
1507,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,95,Catharsis (카타르시스): 억눌린 감정의 배출을 통한 심리적 정화 현상.
1508,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,96,Catholicism (가톨릭주의): 로마 교황을 지배자로 인정하는 기독교 최대 종파.
1509,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,97,Caveat Emptor (카베아트 엠토르): 매수자 위험 부담. 사는 사람이 스스로 주의해야 함.
1510,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,98,"Centaur (켄타우로스): 상반신 인간, 하반신 말의 신화 속 종족."
1511,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,99,Cerberus (케르베로스): 지옥의 문을 지키는 머리 셋 달린 개.
1512,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,100,Certiorari (사건 이송 명령): 상급 법원이 하급심 기록을 요청하는 영장.
1513,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,101,Chancellor (총장/수상): 대학의 최고 책임자나 독일 등의 정부 수반.
1514,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,102,"Chimera (키메라): 신화 속 융합 괴물, 또는 실현 불가능한 환상."
1515,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,103,Chivalry (기사도): 중세 기사들이 지켜야 했던 도덕적 규범.
1516,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,104,Christianity (기독교): 예수 그리스도를 구세주로 믿는 종교 전체.
1517,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,105,Chronology (연대기): 역사적 사건을 시간 순서대로 기록한 표.
1518,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,106,Citadel (요새): 도시 방어를 위한 최후의 견고한 군사 성채.
1519,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,107,Class Action (집단 소송): 대표자가 다수 피해자를 대신해 제기하는 소송.
1520,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,108,Claustrophobia (폐소공포증): 좁고 갇힌 공간에서 느끼는 극심한 공포.
1521,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,109,Codicil (유언 보충서): 유언장 일부를 수정·추가하기 위해 덧붙이는 문서.
1522,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,110,"Cogito Ergo Sum (나는 생각한다, 고로 존재한다): 데카르트 철학의 제1원칙."
1523,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,111,Cognitive Behavioral Therapy (CBT): 생각과 행동 패턴을 교정하는 심리 치료.
1524,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,112,Cognitive Dissonance (인지 부조화): 신념과 행동이 모순될 때 느끼는 심리적 불편함.
1525,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,113,Cold War (냉전): 2차 대전 후 미·소 양대 진영의 이념적 대립 상태.
1526,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,114,Colloquium (콜로키움): 전문가와 학생이 자유롭게 의견을 나누는 학술 토론회.
1527,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,115,Colonialism (식민주의): 강대국이 약소국 영토를 점령해 지배하려는 정책.
1528,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,116,Commencement (졸업식): 학업을 마치고 사회인으로 시작함을 축하하는 행사.
1529,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,117,Common Law (관습법): 성문법 대신 판례와 관습에 바탕을 둔 법 체계.
1530,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,118,Communism (공산주의): 사유 재산을 폐지하고 평등 분배를 추구하는 이념.
1531,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,119,Compos mentis (정신이 온전한): 계약 등을 맺을 때 정상적 판단이 가능한 정신 상태.
1532,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,120,Conditioning (조건화): 자극과 반응의 반복으로 습관을 학습하는 과정.
1533,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,121,Confirmation Bias (확증 편향): 자신의 신념에 부합하는 정보만 선택적으로 받아들임.
1534,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,122,Confucianism (유교): 충·효·예를 중시하는 동아시아의 도덕 사상.
1535,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,123,Conquistador (정복자): 신대륙 문명을 파괴하고 정복했던 스페인 탐험가들.
1536,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,124,Conservatism (보수주의): 전통과 기존 질서를 지키고 점진적 변화를 추구하는 철학.
1537,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,125,Conservatorship (성년 후견): 판단력이 부족한 사람을 위해 법원이 지정한 후견 제도.
1538,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,126,Constitution (헌법): 통치 구조와 기본권을 규정한 국가 최상위 근본법.
1539,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,127,Contempt of Court (법정 모독죄): 법원의 명령을 무시하거나 재판을 방해하는 행위.
1540,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,128,Contract Law (계약법): 당사자 간 약속의 유효성과 책임을 규율하는 민법.
1541,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,129,Copyright (저작권): 창작물에 대해 창작자가 갖는 독점적 재산권.
1542,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,130,Corpus delicti (범죄의 몸통): 실제 범죄가 발생했음을 보여주는 객관적 증거.
1543,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,131,Counter-Reformation (반종교 개혁): 가톨릭이 개신교 확산에 대응해 벌인 내부 쇄신 운동.
1544,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,132,Creationism (창조론): 만물이 신의 직접적 설계로 만들어졌다는 신념.
1545,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,133,Criminal Law (형법): 범죄의 종류와 그에 따른 형벌을 정해놓은 법률.
1546,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,134,Cross-examination (반대 신문): 상대방 증언의 허점을 파고드는 법정 질문 절차.
1547,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,135,Cubism (입체파): 사물을 기하학적으로 해체해 평면에 재조립한 미술 사조.
1548,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,136,Cul-de-sac (컬데삭): 막다른 골목. 더 이상 진행할 수 없는 궁지.
1549,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,137,Cult (사이비 종교): 특정 교주를 맹목 숭배하는 반사회적 소수 종교 집단.
1550,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,138,Cultural Revolution (문화 대혁명): 마오쩌둥 주도의 중국 사회·문화 파괴 운동.
1551,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,139,Cum laude (우등으로): 성적이 우수한 졸업생에게 수여하는 명예 등급.
1552,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,140,Cupid (큐피드): 로마 신화 속 사랑과 욕망의 신 (에로스).
1553,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,141,Curriculum (교육과정): 학교가 체계적으로 짜놓은 종합 학습 계획.
1554,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,142,Cyclops (키클로프스): 신화 속 외눈박이 거인 괴물 종족.
1555,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,143,Czardom (차르 체제): 러시아 황제 '차르'가 다스리던 절대 군주제.
1556,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,144,D
1557,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,145,Damages (손해 배상금): 피해자의 손실을 보상하기 위해 법원이 명령한 금전.
1558,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,146,Dark Ages (암흡시대): 서유럽 문화가 정체되었던 중세 초기.
1559,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,147,De Facto (데 팍토): 사실상의. 법적 절차와 무관하게 실제 존재하는 상태.
1560,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,148,De Jure (데 유레): 법률상의. 법적인 정당성을 가진 공식적 상태.
1561,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,149,Dean (학장): 대학 내 단과대학의 행정과 교육을 총괄하는 책임자.
1562,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,150,Decolonization (탈식민지화): 식민 지배를 받던 약소국들이 독립을 쟁취하는 과정.
1563,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,151,Deduction (연역법): 보편적 전제에서 구체적 결론을 이끌어내는 추론 방식.
1564,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,152,Defamation (명예훼손): 거짓으로 타인의 사회적 평판을 파괴하는 범죄.
1565,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,153,Defendant (피고): 소송을 당하거나 범죄 혐의로 법정에 선 당사자.
1566,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,154,Defense Mechanism (방어 기제): 스트레스 시 자아를 보호하려는 무의식적 심리 장치.
1567,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,155,Degree (학위): 대학 과정을 마친 이에게 수여하는 공식적 학력 증서.
1568,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,156,Déjà vu (데자뷔): 처음 겪는 일인데 과거에 본 듯한 기시감 현상.
1569,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,157,Delusion (망상): 타당한 근거 없이 고집하는 병적인 헛된 믿음.
1570,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,158,Dementia (치매): 뇌세포 손상으로 인지 기능이 무너지는 퇴행성 질환.
1571,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,159,Demeter (데메테르): 그리스 신화 속 농업과 풍요의 여신.
1572,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,160,Democracy (민주주의): 국민이 주권을 갖고 대표자를 통해 통치하는 체제.
1573,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,161,Demon (악마): 신의 뜻에 거역하고 불행을 가져다주는 영적 존재.
1574,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,162,Deposition (선서 증언): 재판 전 법원 밖에서 증인을 심문해 기록한 조서.
1575,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,163,Depression (우울증): 무기력과 슬픔이 지속되는 심각한 정신 질환.
1576,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,164,Despotism (전제정치): 통치자 1인이 무제한적 절대 권력을 휘두르는 체제.
1577,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,165,Determinism (결정론): 모든 사건이 인과 법칙에 의해 미리 결정되어 있다는 사상.
1578,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,166,Deus ex machina (데우스 엑스 마키나): 극의 결말에 난데없이 나타나 문제를 해결하는 기법.
1579,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,167,Dharma (다르마): 우주의 근본 질서와 인간이 지켜야 할 도리.
1580,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,168,Dialectic (변증법): 정·반·합의 과정을 통해 진리로 나아가는 논리 방식.
1581,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,169,Diaspora (디아스포라): 본토를 떠나 타국에서 공동체를 이루며 사는 이주민 집단.
1582,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,170,Dictatorship (독재): 비합법적으로 권력을 장악해 자유를 억압하는 정치 체제.
1583,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,171,Diploma (졸업장): 교육 과정을 마쳤음을 증명하는 공식 서류.
1584,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,172,"Dionysus (디오니소스): 와인, 축제, 황홀경을 주관하는 열정의 신."
1585,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,173,Discovery (증거 개시 절차): 재판 전 양측이 증거 자료를 의무적으로 공개하는 절차.
1586,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,174,Dissertation (박사 학위 논문): 독창적 연구를 통해 박사 학위를 받기 위해 쓰는 논문.
1587,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,175,Doctorate (박사 학위): 고등 교육의 최고 단계 학위 (Ph.D.).
1588,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,176,Dogma (도그마): 의심 없이 무조건 믿어야 하는 절대적인 종교·정치적 교리.
1589,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,177,Dopamine (도파민): 쾌락과 성취감을 느끼게 하는 뇌 속 신경 전달 물질.
1590,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,178,Dormitory (기숙사): 학생들을 위해 학교에서 제공하는 공동 주거 시설.
1591,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,179,Double Jeopardy (일사부재리): 확정 판결이 난 사건으로 다시 재판받지 않는 원칙.
1592,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,180,Dualism (이원론): 세상이 정신과 물질 등 두 근본 원리로 이루어졌다는 사상.
1593,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,181,Due Process (적법 절차): 권력이 행해질 때 반드시 법적 절차를 지켜야 하는 원칙.
1594,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,182,Dunning-Kruger Effect (더닝-크루거 효과): 초보자일수록 실력을 과대평가하는 인지 편향 현상.
1595,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,183,Dynasty (왕조): 같은 가문이 권력을 대대로 세습하며 다스리는 체제.
1596,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,184,Dyslexia (난독증): 지능은 정상이나 읽고 쓰는 데 어려움을 겪는 학습 장애.
1597,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,185,E
1598,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,186,Echo Chamber (에코 체임버): 비슷한 의견만 반복 청취하며 신념이 강화되는 현상.
1599,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,187,Ecumenism (교회 일치 운동): 분열된 기독교 종파들이 화해하고 통합하려는 운동.
1600,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,188,Ego (자아): 본능과 양심 사이에서 현실적 타협점을 찾는 마음의 사령관.
1601,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,189,Egocentrism (자기중심주의): 타인의 관점을 이해하지 못하고 자기 시각으로만 보는 태도.
1602,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,190,Emancipation (해방): 억압과 굴레에서 벗어나 자유와 권리를 쟁취함.
1603,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,191,Embezzlement (횡령죄): 보관 중인 타인의 재산을 불법으로 가로채는 범죄.
1604,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,192,Emeritus (명예직): 은퇴한 교수 등에게 공로를 기려 부여하는 명예로운 지위.
1605,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,193,Empathy (공감): 타인의 감정을 내 것처럼 똑같이 느끼고 이해하는 능력.
1606,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,194,Empire (제국): 강력한 무력으로 여러 민족과 영토를 지배하는 거대 국가.
1607,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,195,Empiricism (경험주의): 모든 지식은 오감을 통한 경험에서 비롯된다는 철학.
1608,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,196,Endorphin (엔돌핀): 고통을 줄이고 쾌감을 주는 천연 마약 성 신경 물질.
1609,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,197,Enlightenment (계몽주의): 이성의 빛으로 무지를 깨치고 인류 진보를 꾀한 사상 운동.
1610,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,198,Enrollment (등록): 학교 행정부에 이름을 올려 학생 신분을 획득하는 과정.
1611,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,199,"Epistemology (인식론): 지식의 기원과 본질, 한계를 탐구하는 철학 분야."
1612,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,200,Ergo (그러므로): 앞선 전제에서 결론을 이끌어낼 때 쓰는 라틴어.
1613,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,201,"Et Al. (엣 알): ~등, 그 외 사람들. 저자 목록 생략 시 주로 사용."
1614,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,202,Et Cetera (etc.): 기타 등등. 같은 종류의 항목들을 생략할 때 사용.
1615,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,203,"Et tu Brute (브루투스, 너마저도): 믿었던 이에게 배신당했을 때 내뱉는 탄식."
1616,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,204,Ethics (윤리학): 무엇이 선하고 옳은 삶인지 탐구하는 실천 철학.
1617,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,205,Eucharist (성찬식): 예수의 희생을 기념하며 빵과 포도주를 나누는 의식.
1618,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,206,Ex Libris (장서인): '누구의 책에서'라는 뜻의 소유권을 나타내는 도장.
1619,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,207,Ex Officio (엑스 오피시오): 특정 직위 때문에 당연히 부여되는 직권이나 권한.
1620,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,208,Ex Post Facto (사후 법): 사건 발생 후에 만들어진 법을 소급 적용해 처벌하는 것.
1621,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,209,Excommunication (파문): 종교 공동체에서 회원을 강제 추방하는 징벌.
1622,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,210,Existentialism (실존주의): 스스로 삶의 의미를 창조해야 한다는 철학.
1623,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,211,Exit Strategy (출구 전략): 위기 상황에서 부작용 없이 발을 빼는 전략.
1624,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,212,Extortion (갈취): 협박으로 타인의 돈이나 재산을 뜯어내는 행위.
1625,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,213,Extradition (범죄인 인도): 도망친 범죄자를 본국으로 잡아 보내는 국가 간 절차.
1626,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,214,Extrovert (외향성): 외부 활동과 타인과의 어울림에서 에너지를 얻는 성향.
1627,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,215,F - G
1628,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,216,Faculty (교수진): 대학에서 학문을 가르치고 연구하는 전문가 그룹 전체.
1629,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,217,Fait Accompli (페 아콩플리): 기정사실. 이미 벌어져서 돌이킬 수 없는 상태.
1630,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,218,Fallacy (오류): 겉보기엔 타당하나 실제로는 논리적 허점이 있는 추론.
1631,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,219,Fascism (파시즘): 개인보다 국가와 민족의 영광을 우선시하는 독재 사상.
1632,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,220,Fatalism (운명론): 모든 일이 정해진 운명대로 흘러간다는 비관적 인생관.
1633,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,221,Fellowship (펠로십): 연구에 몰두할 수 있게 무상으로 지원하는 학술 장학금.
1634,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,222,Felony (중범죄): 살인·강도 등 1년 이상의 무거운 징역형이 따르는 범죄.
1635,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,223,Feudalism (봉건제): 영주와 농노 사이의 계약에 기반한 중세의 사회 체제.
1636,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,224,Flipped Learning (플립 러닝): 집에서 미리 학습하고 교실에선 토론하는 교육 모델.
1637,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,225,FOMO Syndrome: 자신만 유행에서 소외될까 봐 불안해하는 증상.
1638,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,226,Force Majeure (불가항력): 천재지변처럼 사람의 힘으로 막을 수 없는 사건.
1639,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,227,Forgery (위조죄): 기만 목적으로 문서나 화폐를 가짜로 만들어내는 행위.
1640,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,228,Fraternity (남학생 클럽): 미국 대학의 남성 중심 배타적 사교 동아리.
1641,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,229,Fraud (사기죄): 타인을 속여 재산상 이익을 취하는 지능 범죄.
1642,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,230,French Revolution (프랑스 대혁명): 근대 민주주의의 기틀을 마련한 시민 혁명.
1643,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,231,Freshman (신입생): 대학교나 고등학교의 1학년 학생.
1644,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,232,Freudian Slip (말실수): 무의식 속의 진심이 무방비 상태에서 튀어나오는 현상.
1645,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,233,Gaslighting (가스라이팅): 상황 조작으로 타인의 판단력을 잃게 만드는 심리 지배.
1646,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,234,Genesis (창세기): 천지 창조와 인류의 시작을 다룬 성경의 첫머리.
1647,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,235,Genocide (제노사이드): 특정 집단을 멸절시킬 목적으로 자행하는 대량 학살.
1648,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,236,Gentile (이방인): 유대교 관점에서 유대인이 아닌 모든 민족.
1649,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,237,Gerrymandering (게리맨더링): 특정 정당에 유리하게 선거구를 획정하는 행위.
1650,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,238,Gerontocracy (제론토크라시): 노년층이 권력을 장악하고 있는 정치 체제.
1651,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,239,Gig Economy: 필요할 때마다 계약을 맺는 단기 노동 형태.
1652,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,240,Glass Ceiling (유리 천장): 여성이나 소수자의 승진을 막는 보이지 않는 장벽.
1653,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,241,Glass Cliff (유리 절벽): 위기 상황에서 책임을 전가하려 여성을 리더로 세우는 현상.
1654,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,242,Globalization (세계화): 국경이 헐리고 지구촌이 하나로 연결되는 통합 현상.
1655,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,243,Gospel (복음): 예수 그리스도의 가르침과 생애를 담은 기쁜 소식.
1656,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,244,Gothic (고딕): 높이 솟은 첨탑과 스테인드글라스가 특징인 중세 건축 양식.
1657,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,245,GPA: 이수한 모든 과목 학점의 평균 수치.
1658,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,246,Graduate (대학원생): 학사 졸업 후 석·박사 과정을 밟고 있는 사람.
1659,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,247,Grand Jury (대배심): 시민들이 피의자의 기소 여부를 직접 결정하는 제도.
1660,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,248,Great Depression (세계 대공황): 1929년에 시작된 전 세계적 경제 대침체기.
1661,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,249,Greenwashing (그린워싱): 위장 환경주의. 실제론 해로우나 친환경인 척 홍보함.
1662,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,250,Guild (길드): 중세 상인이나 수공업자들이 이익을 위해 결성한 조합.
1663,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,251,Guilty (유죄): 범죄를 저질렀음이 법적으로 입증된 상태.
1664,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,252,H - I
1665,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,253,Habeas Corpus (인신보호영장): 구속의 적법성을 따져 석방을 명령할 수 있는 제도.
1666,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,254,Hades (하데스): 그리스 신화 속 지하 세계의 왕이나 그 공간.
1667,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,255,Hallucination (환각): 외부 자극이 없는데도 있는 것처럼 느끼는 지각 오류.
1668,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,256,Hard Power (하드 파워): 군사력·경제력 등 강제로 복종시키는 물리적인 힘.
1669,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,257,Hedonism (쾌락주의): 삶의 궁극적 목적이 쾌락의 극대화에 있다고 믿는 철학.
1670,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,258,Hegemony (헤게모니): 지배 집단이 상식과 문화를 통해 행사하는 강력한 지배력.
1671,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,259,Hellenism (헬레니즘): 그리스 문화와 동방 문명이 융합된 화려한 문화 시대.
1672,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,260,Heresy (이단): 정통 교리에서 벗어나 다른 주장을 하는 종교적 파벌.
1673,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,261,Hermes (헤르메스): 신들의 메시지를 전달하는 전령의 신.
1674,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,262,Hinduism (힌두교): 수많은 신을 섬기며 윤회와 업보를 믿는 인도의 종교.
1675,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,263,Holocaust (홀로코스트): 나치에 의해 자행된 유대인 대량 학살.
1676,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,264,"Holy Grail (성배): 전설 속의 기적의 잔, 또는 도달하기 힘든 궁극적 목표."
1677,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,265,Homeschooling (홈스쿨링): 학교 대신 집에서 부모가 직접 가르치는 대안 교육.
1678,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,266,Homicide (살인): 타인의 생명을 끊게 한 모든 행위의 법률적 총칭.
1679,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,267,Humanism (인문주의): 인간의 존엄성과 가치를 최고의 중심으로 삼는 사상.
1680,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,268,Humanities (인문학): 철학·역사·문학 등 인간의 본질을 탐구하는 학문.
1681,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,269,Hypnosis (최면): 암시를 통해 의식의 통제력이 느슨해진 트랜스 상태.
1682,기타 및 상식(최종최종 500개).hwpx,기타 및 상식,270,Hypochondria (건강염려증): 병이 없어도 심각한 병에 걸렸다고 믿는 불안증.
